"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8033","Search for a term on Google","","Wed Aug 20 09:13:20 IST 2025","failed","Wed Aug 20 09:13:28 IST 2025","","Google Search","Search for a term on Google",""
